state_id,district_id_2001,district_id_shp2001,Households worked (lakhs),Percent rural households worked,Person-days generated (lakhs),Person-days per household worked,Person-days per rural household,Percent SC person-days,Percent ST person-days,Percent female person-days,Average wage
19,6,1906000000000000,1.92,26.15066,61.82,32.19792,8.419969,19,8,30,136.76
19,7,1907000000000000,4.23,32.88758,112.68,26.6383,8.760691,15,2,17,129.66
19,8,1908000000000000,4.52,63.17472,192.95,42.68805,26.96806,41,10,27,131.79
19,9,1909000000000000,7.57,70.6446,236.99,31.30647,22.11633,47,11,29,134.62
19,10,1910000000000000,2.75,31.1329,107.66,39.14909,12.18825,32,4,30,126.05
19,11,1911000000000000,3.57,35.94319,160.08,44.84034,16.11705,32,4,32,139.21
19,12,1912000000000000,4.57,58.47879,172.32,37.70678,22.05047,50,10,36,134.89
19,13,1913000000000000,3.54,50.48783,138.59,39.14972,19.76584,51,15,40,134.93
19,14,1914000000000000,2.415,33.12395,99.82,41.26772,13.41097,20.5,10.5,34.5,151.855
19,15,1915000000000000,4.835,45.15545,163.385,34.35326,15.39302,19.5,9.5,42.5,140.215
19,16,1916000000000000,1.02,26.05803,33.13,32.48039,8.463752,23,0,23,136.54
19,17,1917000000000000,0.42,,8.43,20.07143,,50,26,60,135.6
19,18,1918000000000000,2.5,19.25656,107.83,43.132,8.305738,20,1,27,153.54
20,1,2001000000000000,0.66,27.33327,28.97,43.89394,11.99765,29,19,33,121.72
20,2,2002000000000000,0.63,36.91589,30.385,47.02326,19.77162,27.5,26,38.5,121.97
20,3,2003000000000000,0.44,25.68653,22.45,51.02273,13.10597,43,6,38,121.99
20,4,2004000000000000,0.482,25.46991,21.362,44.2501,11.11925,21,13.4,36,121.936
20,5,2005000000000000,0.22,23.99311,10.27,46.68182,11.20042,14,2,36,121.97
20,6,2006000000000000,0.99,27.44595,43.31,43.74747,12.00691,12,16,32,121.95
20,7,2007000000000000,0.86,39.48885,38.8,45.11628,17.8159,13,19,19,121.96
20,8,2008000000000000,0.61,25.2259,23.38,38.32787,9.668548,7,26,24,121.89
20,9,2009000000000000,0.74,37.74432,30.41,41.09459,15.51087,6,45,25,122
20,10,2010000000000000,0.59,34.93067,23.37,39.61017,13.8361,3,65,25,121.84
20,11,2011000000000000,0.615,31.01271,24.99,39.98518,12.39259,8,49,27,121.995
20,12,2012000000000000,0.56,26.53727,19.34,34.53571,9.164834,14,24,27,121.88
20,13,2013000000000000,0.42,20.37371,16.4,39.04762,7.955449,16,25,25,121.97
20,14,2014000000000000,0.66,35.23186,22.545,33.95163,11.92476,5.5,71.5,34.5,121.91
20,15,2015000000000000,0.28,36.11226,9.59,34.25,12.36845,5,72,43,121.02
20,16,2016000000000000,0.505,36.12861,17.575,34.9049,12.64151,7,75,29,121.9
20,17,2017000000000000,0.73,33.67699,23.27,32.39566,10.85399,3.5,62.5,44,121.33
20,18,2018000000000000,0.75,34.37844,30.18,40.24,13.83388,4,64,41,121.95
21,1,2101000000000000,0.29,8.627614,7.44,25.65517,2.213429,20,30,28,125.84
21,2,2102000000000000,0.15,17.79634,5.84,38.93333,6.928708,21,53,22,125.91
21,3,2103000000000000,0.315,13.27016,8.5625,29.27538,4.078087,26.5,28.25,20,125.3025
21,4,2104000000000000,0.17,24.26561,6.43,37.82353,9.178109,18,41,40,125.97
21,5,2105000000000000,0.91,29.12028,37.47,41.17582,11.99052,10,74,32,125.95
21,6,2106000000000000,0.97,27.83773,29.98,30.90722,8.603867,14,45,37,125.91
21,7,2107000000000000,1.54,28.37527,58.23,37.81169,10.72917,14,57,38,125.97
21,8,2108000000000000,0.52,10.89156,17.01,32.71154,3.562796,19,15,30,125.92
21,9,2109000000000000,0.57,21.04944,17.21,30.19298,6.355454,23,1,27,125.98
21,10,2110000000000000,0.36,11.76978,7.06,19.61111,2.308185,25,1,16,125.8
21,11,2111000000000000,0.38,16.26531,8.06,21.21053,3.449959,26,1,28,125.92
21,12,2112000000000000,0.455,14.30328,10.59,22.98262,3.2525,27.5,4.5,24,124.665
21,13,2113000000000000,0.32,8.451187,7.48,23.375,1.975465,35,12,16,125.93
21,14,2114000000000000,0.34,13.41509,9.58,28.17647,3.779898,23,18,21,125.97
21,15,2115000000000000,0.34,13.61454,10.71,31.5,4.28858,18,23,32,125.99
21,16,2116000000000000,0.59,27.98198,21.79,36.93221,10.33436,13,9,32,125.99
21,17,2117000000000000,0.18,7.278491,5.92,32.88889,2.393815,23,18,22,125.56
21,18,2118000000000000,0.36,11.49469,8.18,22.72222,2.61185,21,1,35,125.92
21,19,2119000000000000,1.34,22.48088,55.7,41.56717,9.344666,24,6,49,113.56
21,20,2120000000000000,0.43,38.26815,12.73,29.60465,11.32915,7,71,39,120.52
21,21,2121000000000000,0.78,50.2396,32.88,42.15385,21.17793,19,59,45,125.87
21,22,2122000000000000,0.3,29.2963,10.26,34.2,10.01934,24,16,38,125.98
21,23,2123000000000000,0.28,20.09387,8.02,28.64286,5.755458,23,10,29,125.97
21,24,2124000000000000,0.61,16.51894,27.87,45.68853,7.547262,17,27,38,124.98
21,25,2125000000000000,0.31,21.48317,10.77,34.74194,7.463669,14,43,43,126.11
21,26,2126000000000000,0.75,20.09086,26.12,34.82667,6.996979,16,38,42,125.95
21,27,2127000000000000,0.53,27.66641,16.67,31.45283,8.701871,17,61,40,125.98
21,28,2128000000000000,0.75,29.61992,29.6,39.46667,11.68999,13,63,37,125.97
21,29,2129000000000000,0.8,28.29025,25.14,31.425,8.890209,12,63,35,125.97
21,30,2130000000000000,0.34,26.93603,10.94,32.17647,8.667063,20,66,34,125.99
22,1,2201000000000000,0.72,66.54774,35.59,49.43055,32.89492,4,57,38,132.06
22,2,2202000000000000,0.9,18.88903,41.26,45.84444,8.659571,4,63,36,130.87
22,3,2203000000000000,1.34,76.12253,77.99,58.20149,44.30444,4,56,39,132.09
22,4,2204000000000000,1.2,38.36317,57.05,47.54166,18.23849,15,43,37,132
22,5,2205000000000000,1.03,57.153,44.51,43.21359,24.69786,7,55,46,131.6
22,6,2206000000000000,1.37,43.30729,58.2,42.48175,18.39769,23,15,49,131.47
22,7,2207000000000000,1.42,31.09705,54.91,38.66901,12.02492,13,35,49,122.96
22,8,2208000000000000,1.28,80.35154,57.36,44.8125,36.00753,9,24,48,123.86
22,9,2209000000000000,2.28,88.13706,116.54,51.11404,45.05041,6,23,55,131.5
22,10,2210000000000000,0.63,14.8482,30.41,48.26984,7.1672,11,7,62,131.06
22,11,2211000000000000,0.91,16.37934,40.05,44.01099,7.208709,16,5,54,128.77
22,12,2212000000000000,1.34,60.48706,48.7,36.34328,21.98298,11,30,47,129.07
22,13,2213000000000000,1.19,85.94851,53.05,44.57983,38.3157,6,35,49,131.46
22,14,2214000000000000,1.2,83.83459,67.58,56.31667,47.21285,4,60,48,131.44
22,15,2215000000000000,0.36,31.24997,13.935,37.40476,11.55401,2.5,80.5,46.5,131.99
22,16,2216000000000000,0.2266667,44.95444,9.76,40.98418,19.11621,4.333333,78.66666,47,132.01
23,1,2301000000000000,0.32,25.49354,14.71,45.96875,11.71906,11,18,40,136.23
23,2,2302000000000000,0.53,18.62649,25.62,48.33963,9.003975,7,16,26,131.8
23,3,2303000000000000,0.17,7.499856,6.25,36.76471,2.7573,19,14,22,131.61
23,4,2304000000000000,0.31,21.45418,13.19,42.54839,9.128407,12,22,34,131.86
23,5,2305000000000000,0.15,11.90316,5.68,37.86666,4.507328,24,20,30,132
23,6,2306000000000000,0.35,14.9891,16.07,42.98788,6.601533,15.5,16.5,33.5,132.165
23,7,2307000000000000,0.47,27.39838,23.65,50.58725,13.80344,13.5,10.5,42.5,133.375
23,8,2308000000000000,0.61,24.42179,30.28,49.63934,12.12281,8,24,37,133.93
23,9,2309000000000000,0.74,26.25324,31.55,42.63513,11.1931,11,19,38,128.15
23,10,2310000000000000,0.55,27.02185,18.45,33.54546,9.064602,21,21,41,125.99
23,11,2311000000000000,0.83,21.87451,36.7,44.21687,9.672225,15,19,36,130.55
23,12,2312000000000000,0.82,33.34309,31.98,39,13.00381,16,22,37,131.34
23,13,2313000000000000,0.59,30.55035,24.315,41.65961,12.87081,26,23,42.5,127.665
23,14,2314000000000000,0.66,14.65699,25.67,38.89394,5.700682,25,22,39,128.08
23,15,2315000000000000,0.82,67.63389,29.69,36.20732,24.48842,8,22,45,124.2
23,16,2316000000000000,0.82,51.54238,25.14,30.49903,15.48034,15,56,48,114.875
23,17,2317000000000000,0.71,34.12002,31.535,44.46962,15.11987,30.5,22,40.5,127.185
23,18,2318000000000000,0.18,13.71941,6.92,38.44444,5.27435,13,12,27,130.21
23,19,2319000000000000,0.4,17.36013,18.27,45.675,7.92924,6,24,40,131.18
23,20,2320000000000000,0.67,31.62556,25.91,38.67164,12.23012,35,24,40,120.31
23,21,2321000000000000,0.41,17.1584,20.91,51,8.750785,24,16,43,130.86
23,22,2322000000000000,0.53,21.6997,25.23,47.60378,10.32988,9,27,43,126.42
23,23,2323000000000000,0.58,26.21161,28.15,48.53448,12.72167,19,23,43,131.38
23,24,2324000000000000,0.8249999,56.20135,34.36,41.56484,23.37189,20,69,46.5,127.36
23,25,2325000000000000,1.56,45.99422,70.77,45.36538,20.86546,27,52,47,128.9
23,26,2326000000000000,0.32,20.07528,16.36,51.125,10.26349,17,16,45,131.72
23,27,2327000000000000,0.875,35.06801,38.65,43.53239,14.75746,26,45.5,45,129.67
23,28,2328000000000000,0.82,40.06958,27.36,33.36586,13.36956,12,72,45,127.76
23,29,2329000000000000,0.67,42.18206,24.9,38.85479,16.33522,17.5,23,43.5,131.025
23,30,2330000000000000,1.54,52.73647,73.3,47.5974,25.10119,17,3,45,131.13
23,31,2331000000000000,0.45,19.38293,19.69,43.75556,8.481111,12,12,31,131.44
23,32,2332000000000000,0.87,37.11422,41.505,48.0737,17.76777,12,13,43,131
23,33,2333000000000000,0.64,30.40842,31.53,49.26563,14.9809,24,16,44,130.6
23,34,2334000000000000,0.4,18.52032,17.04,42.6,7.889657,22,23,26,131.55
23,35,2335000000000000,1.35,51.55053,42.68,31.61481,16.2976,28,36,43,125.89
23,36,2336000000000000,0.12,13.37152,5.12,42.66667,5.70518,29,43,43,131.54
23,37,2337000000000000,0.22,12.53354,7.35,33.40909,4.187342,34,24,39,130.47
23,38,2338000000000000,0.74,31.74304,24.22,32.72973,10.38941,20,25,48,115.31
23,39,2339000000000000,0.69,29.06511,18.62,26.98551,7.843369,31,26,43,121.71
23,40,2340000000000000,0.38,18.42648,11.94,31.42105,5.789793,23,24,35,130.48
23,41,2341000000000000,1.32,81.37098,44.34,33.59091,27.33325,2,46,47,113.47
23,42,2342000000000000,1.18,53.4384,33.46,28.35593,15.15296,18,31,46,115.48
23,43,2343000000000000,1.35,40.52241,50.48,37.39259,15.15238,31,38,44,122.17
23,44,2344000000000000,1.47,52.83019,51.31,34.90476,18.44025,32,27,49,119.76
23,45,2345000000000000,1.71,50.68634,49.6,29.00585,14.702,5,15,47,129.93
24,1,2401000000000000,0.09,3.146842,3.39,37.66667,1.185311,9,0,51,94.53
24,2,2402000000000000,0.73,15.25799,36.7,50.27397,7.670795,13,12,41,125.65
24,3,2403000000000000,0.33,15.78328,12.21,37,5.839814,12,3,34,115.77
24,4,2404000000000000,0.08,2.527359,3.42,42.75,1.080446,11,0,30,130.32
24,5,2405000000000000,0.47,11.57524,15.23,32.40425,3.750871,14,31,47,110.6
24,6,2406000000000000,0.1166667,4.249375,5.093333,44.22369,1.889008,7.666667,0.3333333,37,128.03
24,7,2407000000000000,0.07,3.063699,3.28,46.85714,1.435562,9,2,48,110.63
24,8,2408000000000000,0.2,8.30551,7.8,39,3.239149,13,2,40,104.02
24,9,2409000000000000,0.17,5.397494,7.52,44.23529,2.387597,7,1,48,97.6
24,10,2410000000000000,0.14,6.078948,6.66,47.57143,2.891842,11,1,44,113.92
24,11,2411000000000000,0.06,9.463125,3.36,56,5.29935,30,3,58,107.72
24,12,2412000000000000,0.4,11.5041,19.98,49.95,5.7463,26,5,51,110.73
24,13,2413000000000000,0.15,6.848033,6.23,41.53333,2.844216,26,0,50,105.16
24,14,2414000000000000,0.1,3.307206,4.7,47,1.554387,6,0,52,99.93
24,15,2415000000000000,0.06,2.015736,2.91,48.5,0.9776321,12,3,41,111.43
24,16,2416000000000000,0.19,5.282312,8.06,42.42105,2.240812,4,1,38,126.79
24,17,2417000000000000,0.57,15.05356,26.99,47.35088,7.127992,5,28,37,123.04
24,18,2418000000000000,0.57,19.08256,24.49,42.96491,8.198807,1,61,46,111.64
24,19,2419000000000000,0.37,8.860153,16.07,43.43243,3.84818,3,83,37,126.6
24,20,2420000000000000,0.49,44.96981,19.28,39.34694,17.69424,3,92,35,128.5
24,21,2421000000000000,0.1,4.601975,3.76,37.6,1.730343,6,74,35,121.08
24,22,2422000000000000,0.38,21.84024,12.38,31.63169,7.163194,1.5,93,41.5,128.305
24,23,2423000000000000,0.21,52.64609,6.49,30.90476,16.27015,0,98,48,118.58
24,24,2424000000000000,0.24,11.80539,9.91,41.29167,4.874641,1,72,60,125.77
24,25,2425000000000000,0.17,7.835979,4.89,28.76471,2.253996,0,92,37,119.56
25,1,2501000000000000,0,0,0,,0,0,0,0,0
25,2,2502000000000000,0,0,0,,0,0,0,0,0
26,1,2601000000000000,0,0,0,,0,0,0,0,131.77
27,1,2701000000000000,0.46,16.86322,22.53,48.97826,8.259313,7,85,45,172.68
27,2,2702000000000000,0.36,12.13277,20.72,57.55555,6.983085,8,31,38,160.21
27,3,2703000000000000,0.3,4.803305,14.79,49.3,2.368029,7,10,27,172.74
27,4,2704000000000000,0.22,4.874979,10.09,45.86364,2.235843,6,2,38,165.96
27,5,2705000000000000,0.26,11.09085,12.605,49.11012,5.438385,11.5,3.5,36.5,186.745
27,6,2706000000000000,0.26,11.09085,12.605,49.11012,5.438385,11.5,3.5,36.5,186.745
27,7,2707000000000000,0.525,14.54404,23.59,43.65909,6.4413,10.5,13,35,172.025
27,8,2708000000000000,0.34,16.00053,12.18,35.82353,5.731954,6,6,36,159.53
27,9,2709000000000000,0.3,8.823607,11.95,39.83333,3.514737,16,13,42,157.6
27,10,2710000000000000,0.93,41.34565,43.32,46.58064,19.25907,14,8,57,123.21
27,11,2711000000000000,0.75,30.75787,32.68,43.57333,13.40223,10,19,57,131.58
27,12,2712000000000000,0.77,34.62028,29.12,37.81818,13.09276,11,42,47,167.81
27,13,2713000000000000,0.8,22.45753,32.98,41.225,9.258116,8,15,51,171.66
27,14,2714000000000000,0.52,10.08725,31.19,59.98077,6.050413,6,22,40,204.81
27,15,2715000000000000,0.98,19.82437,75.67,77.21428,15.30725,17,10,46,154.09
27,16,2716000000000000,0.22,11.20991,17.32,78.72727,8.825253,23,29,43,172.96
27,17,2717000000000000,0.19,7.410325,12.37,65.10526,4.824512,6,3,41,159.17
27,18,2718000000000000,0.535,15.44949,32.78,59.79402,9.531211,2.5,1,42,182.93
27,19,2719000000000000,0.33,7.839411,18.46,55.93939,4.385319,2,1,46,185.18
27,20,2720000000000000,0.58,8.563287,37.69,64.98276,5.56466,1,43,42,162.2
27,21,2721000000000000,0.86,15.87891,35.53,41.31395,6.560204,1,77,51,152.26
27,22,2722000000000000,,,,,,,,,
27,23,2723000000000000,,,,,,,,,
27,24,2724000000000000,0.23,6.033515,8.64,37.56522,2.266503,3,18,45,154.8
27,25,2725000000000000,0.29,3.718082,18.28,63.03449,2.343674,2,7,44,160.46
27,26,2726000000000000,0.99,13.39498,63.61,64.25253,8.606611,3,3,51,159.84
27,27,2727000000000000,0.61,14.00406,35.66,58.45901,8.186635,1,1,47,178.86
27,28,2728000000000000,0.38,10.45654,21.56,56.73684,5.932709,15,2,43,178.66
27,29,2729000000000000,0.53,17.87557,42.67,80.50944,14.39152,8,1,44,182.16
27,30,2730000000000000,0.61,10.27697,29.55,48.44262,4.978435,4,1,33,168.49
27,31,2731000000000000,0.37,6.999794,19.89,53.75676,3.762862,4,1,48,160.04
27,32,2732000000000000,0.17,5.069814,5.36,31.52941,1.598483,4,0,51,151.15
27,33,2733000000000000,0.17,9.279426,4.39,25.82353,2.396275,5,0,44,154.1
27,34,2734000000000000,0.31,5.452764,14.34,46.25806,2.522343,5,0,45,156.15
27,35,2735000000000000,0.39,8.814834,21.56,55.28205,4.873021,4,0,37,162.33
28,1,2801000000000000,2.69,56.86983,178.94,66.52045,37.83007,23,37,53,116.61
28,2,2802000000000000,2.2,47.25715,116,52.72727,24.91741,24,15,61,107.1
28,3,2803000000000000,2.8,37.66372,89.53,31.975,12.04297,31,6,66,108.77
28,4,2804000000000000,2.23,44.19631,109.43,49.07175,21.6879,29,7,58,107.4
28,5,2805000000000000,,,,,,,,,
28,6,2806000000000000,1.25,35.80226,74.63,59.704,21.37538,32,11,55,114.64
28,7,2807000000000000,3.36,45.21562,191.44,56.97619,25.76214,23,10,59,104.48
28,8,2808000000000000,4.36,60.86886,232.25,53.26835,32.42384,22,17,64,99.42
28,9,2809000000000000,3.39,52.5421,149.31,44.04425,23.14177,21,21,61,97.53
28,10,2810000000000000,2.94,50.43141,159.27,54.17347,27.32045,18,48,58,102.82
28,11,2811000000000000,3.38,59.05148,295.19,87.33432,51.5722,11,11,63,99.89
28,12,2812000000000000,3.38,72.91932,276.44,81.78698,59.63851,12,11,59,98.29
28,13,2813000000000000,2.92,50.39548,198.26,67.89725,34.21715,6,45,54,109.54
28,14,2814000000000000,3.08,28.6839,139.81,45.39286,13.02044,36,19,52,113.89
28,15,2815000000000000,1.91,21.77365,65.32,34.19895,7.446361,42,11,51,105
28,16,2816000000000000,2.17,28.78282,81.61,37.6083,10.82473,42,5,56,108.23
28,17,2817000000000000,2,22.79296,65.93,32.965,7.513699,36,12,53,113.25
28,18,2818000000000000,3.11,44.95434,175.76,56.51447,25.40571,32,4,60,92.33
28,19,2819000000000000,1.83,32.2683,81.22,44.38251,14.32148,38,7,58,103.12
28,20,2820000000000000,1.77,37.05161,94.04,53.12994,19.6855,27,2,63,105.43
28,21,2821000000000000,2.93,45.84429,168.58,57.53584,26.37689,26,3,55,103.24
28,22,2822000000000000,2.71,38.69405,183.49,67.70849,26.19916,22,5,53,119.24
28,23,2823000000000000,2.24,31.34992,147.95,65.60848,20.72244,27.5,4.5,55,112.13
29,1,2901000000000000,0.57,7.925109,20.03,35.14035,2.784911,10,6,45,154.75
29,2,2902000000000000,0.48,19.77832,24.82,51.70833,10.22704,12,5,47,154.94
29,3,2903000000000000,0.88,28.40992,48.89,55.55682,15.78365,16,1,46,154.95
29,4,2904000000000000,0.59,25.83565,32.37,54.58885,14.0608,19,7,46.5,154.695
29,5,2905000000000000,0.33,13.7512,14.89,45.12121,6.20471,22,12,46,154.15
29,6,2906000000000000,0.81,30.27076,43.33,53.49383,16.19299,19,20,51,152.72
29,7,2907000000000000,0.28,12.8589,10.31,36.82143,4.734831,16,11,46,149.35
29,8,2908000000000000,0.44,31.47759,14.15,32.15909,10.12291,14,7,44,154.79
29,9,2909000000000000,0.46,28.6294,25.61,55.67391,15.93911,7,4,43,154.97
29,10,2910000000000000,0.34,14.85449,9.56,28.11765,4.176733,5,2,48,153.04
29,11,2911000000000000,0.41,15.94121,19.83,48.36585,7.710103,14,12,43,154.72
29,12,2912000000000000,0.31,10.49929,14.14,45.6129,4.789032,20,23,48,154.86
29,13,2913000000000000,1.06,37.36749,60.93,57.48114,21.47926,20,17,46,154.94
29,14,2914000000000000,1.13,41.0281,65.4,57.87611,23.74547,21,14,45,154.78
29,15,2915000000000000,0.84,32.37543,21.76,25.90476,8.386779,19,5,47,153.21
29,16,2916000000000000,0.05,2.816441,1.44,28.8,0.8111351,10,6,69,154.25
29,17,2917000000000000,0.28,12.8295,9.44,33.71428,4.325374,16,4,46,154.61
29,18,2918000000000000,0.7,14.06976,38.04,54.34286,7.645909,15,7,47,154.91
29,19,2919000000000000,0.325,14.44057,13.18,36.30195,5.835537,25,11,48.5,152.745
29,20,2920000000000000,0.01,0.4690277,0.36,36,0.16885,25,6,46,154.69
29,21,2921000000000000,0.22,11.75949,11.245,52.81667,6.058059,13.5,3.5,46,154.8
29,22,2922000000000000,0.38,10.69606,11.16,29.36842,3.141264,9,1,42,154.82
29,23,2923000000000000,0.51,14.92826,22.1,43.33334,6.468911,14,2,47,154.89
29,24,2924000000000000,0.15,6.659475,5.63,37.53333,2.499523,7,7,43,154.48
29,25,2925000000000000,0.16,13.11594,6.31,39.4375,5.172597,8,3,45,154.9
29,26,2926000000000000,0.29,7.126147,11.68,40.27586,2.870117,22,11,44,154.96
29,27,2927000000000000,0.24,11.75681,8.41,35.04167,4.119782,23,7,46,154.59
30,1,3001000000000000,0.04,5.354465,0.54,13.5,0.7228529,4,14,81,157.57
30,2,3002000000000000,0.01,1.869019,0.13,13,0.2429725,1,37,70,157.91
31,1,3101000000000000,0.02,73.80074,0.49,24.5,18.08118,0,98,30,150.77
32,1,3201000000000000,0.57,33.67998,28.07,49.24561,16.58591,5,3,93,163.37
32,2,3202000000000000,0.92,45.49298,34.68,37.69565,17.14888,3,3,96,163.57
32,3,3203000000000000,0.78,42.53579,33.87,43.42308,18.47035,4,19,87,163.96
32,4,3204000000000000,1.21,51.33579,54.92,45.38843,23.30051,15,1,96,163.81
32,5,3205000000000000,1.12,24.99794,54.34,48.51786,12.12846,31,1,93,163.81
32,6,3206000000000000,1.37,28.40644,72.18,52.68613,14.96625,31,5,96,163.29
32,7,3207000000000000,1.19,47.43361,58.12,48.84033,23.16673,32,1,96,163.74
32,8,3208000000000000,0.97,37.31989,58.08,59.87629,22.34577,15,1,96,163.72
32,9,3209000000000000,1.19,44.5346,75.93,63.80672,28.41607,10,7,77,164.22
32,10,3210000000000000,0.78,22.48493,36.5,46.79487,10.52179,12,1,97,163.47
32,11,3211000000000000,1.4,56.31174,94.37,67.40714,37.95814,12,0,96,163.64
32,12,3212000000000000,0.63,21.90428,37.17,59,12.92353,22,1,95,163.6
32,13,3213000000000000,1.29,34.24667,69.17,53.62016,18.36312,10,0,92,163.51
32,14,3214000000000000,1.84,47.06328,130.32,70.82609,33.33308,10,1,94,163.62
33,1,3301000000000000,2.63,79.28924,133.09,50.60456,40.12397,40,2,75,88.06
33,2,3302000000000000,,,,,,,,,
33,3,3303000000000000,3.2,88.55312,201.13,62.85313,55.65841,44,1,75,94.88
33,4,3304000000000000,4.08,76.01927,270.04,66.18628,50.31433,26,2,79,86.24
33,5,3305000000000000,2.165,66.34699,112.07,51.47025,34.02102,15.5,1.5,81.5,97.07
33,6,3306000000000000,4.74,100.2773,335.67,70.81646,71.01287,25,3,72,88.12
33,7,3307000000000000,3.753333,77.97186,209.7,57.89914,44.54263,26.33333,2.333333,80,93.57333
33,8,3308000000000000,2.56,56.63428,155.11,60.58984,34.31462,23,5,88,90.92
33,9,3309000000000000,1.6,56.4876,108.78,67.9875,38.40451,33,8,85,101.31
33,10,3310000000000000,1.576667,49.16075,83.50333,54.46738,25.9553,34.33333,0.3333333,82.66666,108.93
33,11,3311000000000000,0.47,56.61218,16.41,34.91489,19.76608,34,11,73,122.62
33,12,3312000000000000,1.365,51.82118,65.445,47.91273,24.83422,41.5,1,80,118.52
33,13,3313000000000000,2.24,63.82312,115.53,51.57589,32.91734,29,0,83,97.61
33,14,3314000000000000,1.26,74.82363,63.5,50.39682,37.70873,28,0,63,98.79
33,15,3315000000000000,2.4,67.18098,175.34,73.05833,49.0813,26,0,82,102.24
33,16,3316000000000000,1.935,87.84837,113.42,58.07751,51.02881,30,0,75.5,91.75
33,17,3317000000000000,1.7,96.64417,93.51,55.00588,53.15998,25,1,64,99.3
33,18,3318000000000000,4.24,100.1244,250.07,58.97878,59.05217,41,0,61,94.87
33,19,3319000000000000,2.71,83.81011,143.29,52.87453,44.31421,55,0,61,105.53
33,20,3320000000000000,1.96,74.80945,93.82,47.86735,35.8093,58,0,56,104.9
33,21,3321000000000000,2.71,69.27367,172.32,63.58672,44.04885,35,0,70,104.37
33,22,3322000000000000,2.635,84.24391,144.17,54.42719,46.06171,23,0,69.5,94.61501
33,23,3323000000000000,1.76,75.04914,105.66,60.03409,45.05507,23,0,83,98.66
33,24,3324000000000000,2.405,82.39357,134.25,55.15933,45.70275,27,0,75,87.935
33,25,3325000000000000,0.88,56.15145,41.99,47.71591,26.79318,24,0,84,92.91
33,26,3326000000000000,2.025,82.48179,116.565,57.54686,47.8737,28,0,74,90.03
33,27,3327000000000000,2.03,88.73774,130.06,64.06896,56.85335,26,0,74,91.76
33,28,3328000000000000,1.69,71.77776,88.02,52.08284,37.38389,34,0,77,102.76
33,29,3329000000000000,1.885,60.7065,106.62,56.14238,33.63263,33.5,0,76.5,107.915
33,30,3330000000000000,1.365,52.8937,100.17,74.40795,39.1643,18,0,86,105.545
34,1,3401000000000000,,,,,,,,,
34,2,3402000000000000,0.31,44.60624,5.48,17.67742,7.885232,28,0,84,130.55
34,3,3403000000000000,,,,,,,,,
34,4,3404000000000000,0.1,39.18342,3.19,31.9,12.49951,48,0,84,132
35,1,3501000000000000,0.055,21.73084,2.83,38.65,11.14137,0,4.5,43,178.085
35,2,3502000000000000,0.01,10.76658,0.5,50,5.38329,0,87,36,190
